department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,class
7,1,0,1,2,1,40,4.0,5,0,54.0,0.0
8,11,2,0,0,2,57,5.0,14,0,81.0,0.0
3,28,0,1,0,1,29,5.0,3,0,59.0,0.0
1,21,0,1,2,1,28,3.0,2,0,64.0,0.0
5,11,0,0,0,1,28,5.0,7,0,94.0,1.0
8,11,2,0,2,1,53,2.0,6,0,80.0,0.0
0,20,0,1,2,1,29,5.0,2,0,92.0,0.0
7,11,2,1,0,1,56,2.0,27,0,50.0,0.0
7,11,0,0,0,1,32,2.0,9,0,50.0,0.0
2,14,2,1,0,1,31,3.0,5,1,50.0,1.0
7,30,0,1,0,1,29,4.0,2,0,50.0,1.0
7,17,2,1,2,2,42,5.0,14,0,50.0,0.0
4,14,0,1,0,2,32,3.0,7,0,58.0,0.0
0,7,0,1,0,1,30,1.0,5,0,84.0,0.0
7,5,0,1,0,1,30,2.0,6,0,48.0,0.0
7,31,0,1,2,1,27,2.0,2,0,49.0,0.0
0,31,0,1,0,2,30,5.0,5,0,87.0,0.0
8,11,0,1,0,1,29,4.0,2,0,84.0,0.0
4,11,0,1,0,3,49,5.0,16,0,71.0,1.0
7,28,2,1,0,1,36,3.0,3,0,47.0,0.0
0,11,0,1,0,1,28,4.0,4,0,81.0,1.0
2,14,2,1,0,1,36,3.0,2,0,51.0,0.0
0,20,0,1,0,1,39,5.0,7,0,85.0,1.0
5,31,2,1,2,1,36,4.0,4,0,72.0,0.0
6,11,2,1,0,2,29,3.0,2,0,85.0,0.0
7,11,0,1,2,2,37,3.0,4,0,51.0,0.0
4,8,2,0,0,1,35,5.0,3,0,69.0,0.0
7,28,0,1,0,1,36,3.0,9,0,51.0,0.0
7,28,0,0,0,1,28,1.0,4,0,48.0,0.0
8,4,0,1,0,1,31,4.0,7,0,81.0,0.0
7,2,0,1,2,2,32,3.0,5,0,48.0,0.0
4,32,0,1,2,1,45,3.0,15,0,77.0,1.0
7,11,0,1,2,1,31,3.0,7,0,49.0,0.0
7,7,0,1,0,1,25,3.0,2,0,52.0,0.0
5,23,2,1,0,1,35,3.0,5,0,68.0,0.0
8,11,2,0,2,1,51,3.0,9,0,82.0,0.0
4,14,0,1,1,1,28,5.0,4,0,57.0,0.0
4,23,0,1,0,1,30,3.0,8,0,54.0,0.0
8,16,0,1,2,1,34,2.0,7,0,77.0,0.0
8,8,0,0,0,1,29,5.0,3,0,79.0,0.0
4,4,2,1,0,1,38,2.0,4,0,58.0,0.0
7,10,0,1,2,1,29,4.0,5,0,51.0,0.0
5,18,0,0,0,2,26,5.0,2,0,65.0,0.0
1,14,2,0,0,1,34,5.0,10,0,60.0,0.0
7,11,2,1,0,1,41,4.0,4,0,47.0,0.0
8,11,2,1,0,2,48,3.0,16,0,77.0,0.0
5,11,2,1,2,1,58,3.0,6,0,66.0,0.0
6,13,0,1,2,1,30,4.0,5,0,89.0,0.0
7,28,2,1,0,1,35,5.0,5,0,48.0,0.0
4,31,0,1,2,1,32,3.0,7,0,66.0,0.0
0,18,0,1,0,2,29,3.0,6,0,84.0,0.0
7,14,0,0,0,1,29,4.0,5,0,48.0,0.0
7,5,0,1,2,1,33,1.0,5,0,47.0,0.0
2,4,2,1,0,1,36,3.0,9,0,53.0,0.0
0,31,0,1,0,1,40,3.0,4,0,87.0,1.0
0,23,0,1,0,1,28,5.0,4,1,85.0,1.0
5,14,2,0,2,3,36,3.0,4,0,67.0,0.0
7,5,0,0,2,1,33,2.0,3,0,50.0,0.0
2,11,1,1,2,1,21,3.0,2,0,50.0,0.0
4,14,0,1,0,2,44,3.0,15,0,59.0,0.0
7,4,0,1,0,1,49,1.0,7,0,52.0,0.0
8,19,0,1,2,1,30,3.0,8,0,79.0,0.0
5,4,2,1,2,1,46,1.0,2,0,66.0,0.0
8,24,0,0,0,3,28,3.0,4,0,81.0,0.0
0,30,0,1,2,1,29,5.0,3,0,81.0,0.0
7,15,0,1,0,1,39,2.0,2,0,48.0,0.0
7,14,0,1,0,3,33,1.0,7,0,47.0,0.0
8,31,0,1,2,1,30,5.0,8,0,82.0,0.0
4,11,0,1,0,1,53,5.0,5,0,56.0,0.0
7,11,0,0,2,1,34,5.0,7,0,49.0,0.0
0,25,0,0,0,1,28,4.0,5,0,86.0,0.0
7,14,0,1,0,1,30,1.0,2,0,50.0,0.0
4,28,2,1,0,1,52,3.0,4,0,59.0,0.0
4,18,0,0,2,1,39,3.0,4,0,65.0,0.0
7,11,0,0,2,1,30,3.0,2,0,49.0,0.0
2,28,2,0,2,1,36,5.0,9,0,53.0,0.0
4,33,0,1,0,1,26,3.0,2,0,59.0,0.0
7,32,0,1,0,1,32,3.0,4,0,47.0,0.0
2,28,2,0,0,1,35,3.0,3,0,46.0,0.0
0,18,0,1,2,1,40,3.0,6,0,84.0,0.0
5,11,0,0,0,2,29,3.0,2,0,72.0,0.0
8,4,0,1,0,1,36,3.0,10,0,80.0,0.0
1,28,2,1,0,1,37,3.0,4,1,64.0,0.0
4,14,0,1,2,1,28,5.0,5,0,59.0,1.0
5,19,0,0,2,1,32,5.0,5,0,69.0,1.0
7,27,0,1,2,1,28,4.0,3,0,50.0,0.0
5,5,0,0,0,1,28,4.0,5,0,72.0,0.0
5,11,2,0,2,1,42,4.0,11,0,74.0,0.0
4,4,0,1,0,1,45,5.0,14,0,63.0,0.0
8,15,2,1,2,1,53,2.0,16,0,90.0,1.0
7,7,2,1,0,1,45,5.0,5,0,51.0,1.0
5,6,0,1,0,1,30,3.0,6,0,75.0,0.0
2,28,2,1,2,1,35,2.0,9,0,50.0,0.0
8,10,0,1,0,2,45,1.0,14,0,82.0,0.0
4,14,0,1,2,2,29,5.0,5,0,64.0,1.0
8,15,2,1,0,3,37,3.0,7,0,84.0,0.0
7,14,0,1,0,1,27,2.0,3,0,53.0,0.0
5,14,0,1,1,1,27,4.0,3,0,68.0,0.0
4,14,2,0,2,1,40,5.0,5,0,58.0,0.0
8,25,0,1,0,1,34,3.0,6,0,82.0,0.0
7,16,0,0,0,1,31,2.0,9,0,49.0,0.0
8,7,0,0,0,2,32,4.0,8,0,82.0,0.0
1,15,2,1,0,3,34,3.0,6,0,58.0,0.0
4,3,0,0,0,1,30,3.0,3,0,63.0,0.0
7,15,2,1,0,2,40,5.0,10,0,55.0,0.0
5,15,0,0,2,1,31,5.0,4,0,71.0,0.0
7,30,0,0,2,1,30,4.0,7,0,47.0,0.0
5,11,0,0,2,1,53,3.0,5,0,70.0,0.0
7,20,2,1,2,1,36,4.0,4,1,92.0,1.0
5,28,0,1,0,1,30,3.0,4,0,68.0,0.0
0,25,0,1,2,2,28,3.0,3,0,86.0,0.0
5,11,2,1,2,1,53,5.0,22,0,67.0,0.0
1,11,0,1,0,1,47,3.0,7,0,58.0,0.0
7,32,0,1,2,1,38,3.0,8,0,50.0,0.0
2,11,0,1,0,1,29,3.0,2,0,52.0,0.0
4,28,2,1,2,1,31,5.0,2,0,60.0,0.0
5,29,0,0,0,1,27,3.0,3,0,65.0,0.0
5,11,2,1,2,1,60,5.0,7,0,66.0,0.0
4,28,2,1,2,2,38,2.0,3,0,59.0,0.0
4,6,2,0,0,1,38,4.0,10,0,56.0,0.0
4,14,1,0,2,1,27,5.0,4,0,55.0,0.0
8,11,0,1,0,1,26,1.0,2,0,79.0,0.0
7,1,2,1,0,1,37,3.0,4,0,49.0,0.0
7,11,2,0,0,4,57,1.0,6,0,50.0,0.0
5,15,2,1,0,1,37,1.0,7,0,71.0,0.0
7,21,0,1,0,1,32,4.0,6,0,51.0,0.0
4,11,0,1,2,1,30,3.0,7,0,57.0,0.0
5,4,0,0,2,1,43,2.0,3,0,71.0,0.0
7,31,0,1,2,2,38,4.0,11,0,52.0,0.0
2,11,1,0,0,1,25,5.0,2,0,46.0,0.0
7,11,0,0,0,1,44,5.0,12,0,51.0,1.0
4,11,0,1,2,1,41,5.0,7,0,56.0,0.0
4,8,0,1,0,1,29,4.0,1,0,63.0,0.0
0,33,2,1,2,1,31,3.0,6,0,82.0,0.0
8,15,0,1,0,1,29,5.0,2,0,82.0,0.0
8,23,0,0,0,1,31,1.0,3,0,84.0,0.0
0,5,0,1,0,2,39,3.0,10,0,82.0,0.0
5,31,2,1,0,2,51,3.0,24,0,69.0,0.0
5,16,0,0,0,1,27,3.0,3,0,72.0,0.0
5,14,0,1,2,1,51,1.0,16,0,72.0,0.0
7,31,0,1,0,2,32,5.0,7,0,48.0,0.0
4,6,0,1,0,2,44,5.0,13,0,58.0,0.0
8,11,0,0,2,2,31,4.0,3,0,81.0,0.0
7,0,2,1,2,1,37,4.0,3,0,50.0,0.0
7,11,0,1,0,2,25,5.0,2,0,50.0,0.0
2,7,0,0,0,1,29,5.0,3,0,46.0,0.0
0,6,0,1,0,2,29,2.0,2,0,84.0,0.0
8,14,0,1,2,1,29,4.0,6,0,80.0,0.0
0,14,0,0,0,2,28,4.0,3,0,85.0,1.0
4,33,0,1,0,1,26,4.0,2,0,62.0,0.0
8,10,0,1,0,1,36,3.0,3,0,80.0,0.0
5,6,0,0,0,1,36,3.0,3,0,69.0,1.0
4,2,2,1,0,1,36,3.0,3,0,59.0,0.0
0,11,0,1,2,2,37,5.0,9,0,84.0,0.0
7,17,0,1,0,1,27,5.0,6,0,53.0,0.0
0,25,0,1,2,1,31,5.0,4,0,88.0,0.0
8,11,0,0,2,2,33,1.0,7,0,78.0,0.0
7,4,2,1,2,1,47,3.0,6,0,51.0,0.0
7,27,0,1,2,1,27,1.0,2,0,52.0,0.0
7,23,0,1,0,2,45,3.0,7,0,46.0,0.0
7,11,0,0,2,1,59,3.0,7,0,52.0,0.0
4,19,2,1,2,2,34,4.0,7,0,58.0,0.0
4,5,0,0,0,1,34,5.0,10,0,53.0,1.0
7,11,0,0,2,1,49,2.0,2,0,54.0,0.0
7,32,0,1,0,1,31,4.0,5,0,53.0,0.0
8,7,2,1,0,1,53,3.0,13,0,78.0,0.0
8,11,0,1,2,1,26,5.0,2,1,79.0,1.0
8,16,0,0,0,1,38,4.0,2,0,78.0,0.0
7,4,2,1,0,1,36,2.0,5,0,49.0,0.0
8,11,0,1,0,1,29,2.0,7,0,82.0,0.0
7,31,2,1,0,1,45,1.0,15,0,51.0,0.0
4,11,0,1,0,1,38,5.0,9,0,57.0,0.0
7,5,0,1,2,3,30,3.0,4,0,53.0,0.0
5,11,2,1,2,2,36,3.0,2,0,69.0,0.0
5,11,2,1,2,1,35,4.0,3,0,69.0,0.0
4,11,0,0,0,2,33,4.0,7,0,60.0,0.0
5,11,2,0,0,1,39,4.0,10,0,72.0,0.0
8,28,2,0,0,1,31,5.0,4,0,85.0,1.0
7,24,2,0,0,2,32,3.0,6,0,48.0,0.0
4,10,2,0,2,1,42,3.0,8,0,59.0,0.0
4,24,0,1,2,4,33,2.0,4,0,58.0,0.0
1,24,0,1,2,1,41,1.0,6,0,60.0,0.0
5,18,0,1,0,1,27,3.0,2,0,69.0,0.0
7,5,0,0,2,1,32,2.0,6,0,54.0,0.0
8,11,0,0,2,1,35,3.0,7,0,83.0,0.0
8,18,0,1,2,1,39,1.0,3,0,79.0,0.0
4,11,2,0,2,1,49,2.0,5,0,59.0,0.0
7,11,2,1,0,3,36,2.0,10,0,50.0,0.0
2,6,0,1,0,1,30,3.0,6,0,51.0,0.0
4,28,0,0,0,1,30,3.0,3,0,55.0,0.0
4,31,0,1,2,1,38,4.0,5,0,52.0,0.0
4,10,0,0,2,1,39,5.0,7,0,60.0,0.0
4,8,2,1,0,1,36,3.0,10,0,59.0,0.0
7,11,2,0,0,10,42,3.0,13,0,49.0,0.0
8,11,0,1,0,3,33,3.0,4,0,75.0,0.0
7,6,2,1,0,1,32,4.0,5,0,49.0,0.0
7,28,2,1,0,1,32,1.0,10,0,54.0,0.0
0,22,0,1,2,2,29,5.0,2,0,80.0,0.0
7,23,0,1,2,1,33,2.0,7,0,50.0,0.0
0,14,2,0,0,1,36,5.0,10,0,85.0,1.0
7,20,2,1,2,1,37,3.0,11,0,52.0,0.0
7,8,2,1,0,1,34,3.0,4,0,50.0,0.0
0,31,2,1,0,1,48,4.0,17,0,81.0,0.0
8,20,2,0,0,1,32,2.0,4,0,82.0,0.0
5,2,2,0,0,1,37,5.0,8,0,70.0,0.0
8,11,2,0,2,5,39,1.0,5,0,80.0,0.0
8,12,0,1,0,1,33,4.0,7,0,83.0,0.0
3,11,0,0,0,1,30,1.0,3,0,60.0,0.0
4,11,0,0,0,2,26,3.0,2,0,62.0,0.0
4,21,2,1,2,2,35,5.0,5,0,58.0,0.0
5,31,0,0,0,2,38,3.0,8,0,70.0,0.0
4,14,0,1,0,1,51,2.0,26,0,64.0,0.0
4,11,0,0,0,1,28,5.0,5,0,59.0,0.0
3,18,0,1,2,1,32,3.0,2,0,64.0,0.0
7,31,0,0,0,1,41,3.0,3,0,49.0,0.0
7,14,0,0,2,1,29,5.0,3,0,50.0,0.0
0,18,0,1,0,1,42,3.0,14,0,88.0,0.0
7,11,0,1,2,3,31,1.0,7,0,49.0,0.0
4,5,2,0,2,1,38,4.0,9,0,55.0,0.0
8,15,0,1,0,1,28,1.0,2,0,80.0,0.0
1,14,2,1,2,2,32,5.0,5,0,58.0,0.0
7,8,0,1,0,1,31,5.0,6,0,46.0,0.0
7,6,2,1,0,1,42,4.0,14,0,49.0,0.0
7,19,0,1,0,1,27,4.0,5,0,51.0,0.0
7,13,0,1,2,1,30,3.0,6,0,47.0,0.0
2,11,0,0,2,1,26,3.0,3,0,50.0,0.0
7,29,0,1,2,1,38,4.0,3,0,47.0,0.0
8,8,2,0,2,1,38,5.0,7,0,76.0,0.0
7,4,2,0,0,1,32,4.0,4,0,52.0,0.0
0,11,0,1,0,2,30,3.0,4,0,81.0,0.0
4,14,2,1,2,1,33,5.0,7,0,60.0,0.0
8,31,2,0,0,1,35,5.0,7,0,80.0,0.0
1,28,0,1,0,1,27,3.0,1,0,58.0,0.0
5,31,0,0,0,1,39,5.0,2,0,71.0,0.0
5,11,2,1,0,1,43,3.0,13,0,66.0,0.0
5,5,2,0,0,1,35,3.0,2,0,69.0,0.0
7,24,0,0,0,1,27,5.0,3,0,48.0,0.0
0,25,0,1,2,2,29,1.0,3,0,83.0,0.0
8,24,0,1,0,1,32,5.0,6,0,81.0,0.0
4,6,0,1,0,1,43,3.0,4,0,57.0,0.0
4,11,2,0,0,1,35,1.0,9,0,58.0,0.0
5,29,0,1,0,1,25,3.0,4,0,72.0,0.0
0,11,0,1,2,2,39,4.0,4,0,90.0,0.0
4,14,2,0,0,1,33,2.0,6,0,63.0,0.0
7,1,2,1,0,1,48,4.0,17,0,46.0,0.0
4,18,0,0,0,1,29,5.0,5,0,58.0,0.0
8,29,0,1,0,3,30,4.0,5,0,80.0,0.0
5,6,0,1,0,1,34,5.0,10,0,67.0,0.0
4,31,0,0,2,1,35,2.0,6,0,60.0,0.0
5,5,0,0,2,1,29,4.0,3,0,66.0,0.0
8,6,0,0,2,1,33,4.0,4,0,81.0,0.0
7,11,0,1,0,2,47,3.0,5,0,46.0,0.0
4,11,0,1,0,1,41,5.0,3,0,65.0,0.0
4,14,0,0,0,1,35,5.0,8,0,58.0,0.0
5,18,0,1,2,1,27,3.0,3,0,71.0,0.0
7,14,0,1,2,1,26,3.0,4,0,50.0,0.0
7,28,2,1,0,1,49,3.0,23,0,46.0,0.0
7,8,2,1,0,1,39,2.0,9,0,54.0,0.0
4,14,0,0,0,1,26,1.0,2,0,56.0,0.0
8,11,1,0,2,1,21,3.0,2,0,76.0,0.0
7,11,2,0,2,1,45,5.0,18,0,48.0,0.0
8,1,2,0,0,2,30,4.0,2,0,79.0,0.0
8,4,0,0,0,1,36,4.0,9,0,87.0,0.0
3,24,0,1,0,1,34,1.0,5,0,59.0,0.0
4,18,0,0,0,1,29,3.0,2,0,58.0,0.0
7,15,0,1,0,1,26,5.0,2,0,59.0,1.0
7,20,0,1,2,1,38,5.0,9,0,48.0,0.0
7,0,0,1,2,2,28,1.0,2,0,51.0,0.0
8,11,1,1,0,1,25,3.0,2,0,80.0,0.0
7,20,0,1,0,1,29,2.0,4,0,46.0,0.0
7,0,0,1,0,1,32,5.0,5,0,44.0,0.0
8,19,0,0,0,1,29,3.0,6,0,78.0,0.0
4,14,0,1,0,1,46,1.0,4,0,63.0,0.0
8,11,0,1,2,2,42,3.0,3,0,80.0,0.0
6,28,2,1,2,1,34,3.0,5,0,84.0,0.0
8,29,0,0,2,1,26,3.0,3,0,82.0,0.0
0,16,0,1,0,1,28,5.0,3,0,87.0,1.0
4,31,0,1,0,1,36,4.0,10,0,58.0,0.0
4,6,0,0,0,1,31,3.0,5,0,59.0,0.0
0,12,2,1,2,1,33,3.0,9,0,80.0,0.0
4,31,2,1,0,2,45,3.0,16,0,59.0,0.0
5,31,2,1,2,1,41,3.0,5,0,65.0,0.0
0,33,0,1,2,2,27,3.0,2,0,85.0,0.0
7,28,2,0,2,1,31,5.0,3,0,46.0,0.0
8,11,0,1,2,1,44,5.0,14,0,80.0,0.0
7,4,0,1,0,1,38,1.0,6,0,48.0,0.0
7,11,2,1,2,1,54,5.0,17,0,50.0,0.0
4,14,0,0,0,1,34,4.0,5,0,58.0,0.0
2,5,0,1,0,1,37,1.0,4,0,47.0,0.0
7,4,2,1,0,1,48,4.0,19,0,46.0,0.0
5,8,2,1,0,2,37,4.0,2,0,66.0,0.0
7,4,2,0,2,1,32,5.0,3,0,54.0,0.0
3,11,0,1,0,1,32,1.0,2,0,57.0,0.0
0,21,0,1,0,1,32,3.0,6,0,82.0,0.0
7,20,0,0,0,1,30,5.0,5,0,52.0,0.0
1,21,0,1,0,1,28,4.0,8,0,59.0,0.0
7,6,0,1,0,2,34,5.0,5,0,49.0,0.0
8,19,2,0,2,1,33,3.0,3,0,80.0,0.0
2,24,0,1,0,1,32,2.0,3,0,49.0,0.0
5,7,0,1,2,2,36,3.0,9,0,66.0,0.0
8,30,0,0,2,1,25,3.0,2,0,82.0,0.0
0,11,2,1,2,1,34,3.0,4,0,83.0,0.0
5,12,2,0,2,1,32,5.0,4,0,66.0,0.0
8,31,2,0,0,1,52,3.0,5,0,76.0,0.0
8,14,0,1,2,2,28,4.0,5,0,80.0,0.0
2,14,0,0,1,1,28,5.0,6,0,53.0,0.0
5,11,2,1,0,1,52,5.0,20,0,72.0,0.0
5,31,0,1,0,1,49,4.0,11,0,74.0,0.0
8,8,2,0,0,1,46,3.0,5,0,80.0,0.0
5,31,0,0,0,2,40,5.0,2,0,74.0,0.0
7,19,0,1,2,1,34,3.0,7,0,47.0,0.0
5,11,0,0,0,1,51,2.0,8,0,70.0,0.0
7,4,0,1,2,1,40,4.0,6,0,46.0,0.0
5,27,0,1,0,1,32,3.0,3,0,73.0,0.0
7,22,0,1,0,1,38,5.0,11,0,47.0,0.0
7,20,2,1,2,1,44,1.0,2,0,53.0,0.0
7,18,0,1,2,1,29,1.0,2,0,54.0,0.0
8,11,2,1,1,1,50,3.0,8,0,80.0,0.0
7,5,0,0,0,1,33,2.0,8,0,50.0,0.0
7,18,0,1,0,1,42,5.0,3,0,50.0,0.0
4,6,2,0,0,1,49,3.0,6,0,59.0,0.0
5,14,2,1,2,1,32,2.0,7,0,65.0,0.0
5,14,2,1,2,1,36,5.0,9,0,73.0,0.0
4,31,2,0,0,1,51,5.0,6,0,65.0,0.0
7,18,0,1,0,1,49,3.0,13,0,47.0,0.0
3,24,0,1,0,1,33,5.0,5,0,60.0,0.0
7,11,0,1,2,1,32,4.0,6,0,59.0,1.0
0,11,2,1,0,1,39,2.0,3,0,85.0,0.0
8,18,0,1,2,1,27,2.0,3,0,83.0,0.0
6,18,2,1,1,1,29,3.0,2,0,89.0,0.0
0,20,2,1,2,1,39,3.0,8,0,85.0,0.0
7,10,0,1,0,2,38,1.0,9,0,49.0,0.0
4,14,0,0,0,1,36,5.0,9,0,59.0,0.0
0,21,0,1,0,3,31,3.0,3,0,84.0,0.0
7,11,2,1,2,1,37,5.0,10,0,54.0,1.0
7,30,0,1,2,1,33,1.0,4,0,52.0,0.0
5,11,0,1,2,1,48,3.0,19,0,75.0,1.0
4,27,0,1,0,1,33,1.0,6,0,58.0,0.0
7,6,0,1,2,3,29,3.0,5,0,48.0,0.0
8,11,0,1,2,1,28,3.0,2,0,80.0,0.0
4,25,2,0,0,1,36,5.0,2,0,56.0,0.0
0,11,0,1,2,1,28,1.0,6,0,84.0,0.0
8,14,0,1,1,2,29,3.0,4,0,79.0,0.0
1,11,0,1,0,1,37,4.0,5,0,57.0,0.0
3,31,0,1,2,1,34,3.0,5,0,64.0,0.0
8,19,0,0,2,1,28,3.0,6,0,82.0,0.0
7,11,2,0,0,1,60,4.0,5,0,53.0,0.0
7,19,2,1,2,1,36,5.0,4,0,54.0,1.0
7,31,2,1,0,1,34,3.0,6,0,50.0,0.0
8,15,2,1,2,1,34,5.0,3,0,77.0,0.0
7,30,0,1,0,1,30,3.0,7,0,44.0,0.0
2,25,0,1,2,1,33,4.0,9,0,51.0,0.0
7,33,0,1,2,1,26,1.0,3,0,48.0,0.0
7,14,2,0,2,1,33,4.0,7,0,48.0,0.0
4,11,0,0,0,1,32,3.0,7,0,59.0,0.0
7,14,2,1,0,1,34,3.0,9,0,47.0,0.0
7,5,2,1,0,1,41,5.0,3,0,50.0,0.0
5,33,0,1,2,1,28,3.0,5,0,72.0,0.0
7,6,0,1,0,1,31,3.0,6,0,51.0,0.0
7,24,0,0,0,3,32,3.0,3,0,50.0,0.0
5,0,0,0,2,1,26,4.0,4,0,69.0,0.0
7,19,0,1,2,1,31,5.0,5,0,50.0,0.0
7,18,0,1,0,1,47,1.0,7,0,49.0,0.0
4,11,0,0,2,1,30,4.0,6,0,56.0,0.0
8,31,0,0,0,1,33,5.0,9,0,81.0,0.0
5,11,2,0,0,1,35,3.0,9,0,68.0,0.0
7,31,0,1,2,1,30,3.0,5,0,49.0,0.0
4,31,2,0,2,1,39,5.0,3,0,58.0,0.0
7,13,0,1,0,1,28,3.0,2,0,48.0,0.0
0,25,0,1,2,1,31,1.0,3,0,78.0,0.0
5,18,0,1,2,1,34,3.0,10,1,72.0,0.0
2,31,2,1,0,1,36,5.0,5,0,49.0,0.0
5,29,0,1,2,2,38,3.0,11,0,71.0,0.0
8,7,0,1,2,1,54,5.0,17,0,81.0,0.0
8,14,0,1,2,1,32,2.0,7,0,78.0,0.0
7,31,2,1,2,1,40,4.0,4,1,51.0,1.0
5,4,2,1,2,1,39,2.0,3,0,70.0,0.0
0,31,0,1,0,1,34,3.0,4,0,86.0,1.0
3,11,2,0,0,1,56,5.0,14,0,56.0,0.0
4,6,0,0,0,1,36,5.0,10,0,63.0,0.0
5,32,2,0,0,1,43,1.0,15,0,70.0,0.0
0,14,0,1,2,3,28,5.0,7,0,84.0,1.0
8,11,0,1,1,1,25,5.0,2,0,82.0,0.0
0,6,2,1,0,1,36,3.0,5,0,82.0,0.0
0,11,2,1,0,1,57,5.0,24,0,87.0,0.0
7,20,2,1,2,1,30,3.0,4,1,51.0,0.0
7,23,2,1,0,1,47,1.0,5,0,50.0,0.0
5,4,2,0,0,1,34,4.0,8,0,72.0,0.0
4,6,0,1,2,2,36,5.0,4,0,59.0,0.0
7,31,0,0,0,1,30,5.0,3,0,50.0,0.0
4,10,0,1,0,1,33,4.0,3,0,62.0,0.0
2,11,0,0,0,1,48,3.0,5,0,52.0,0.0
8,31,0,1,2,1,29,5.0,2,0,77.0,0.0
4,8,2,1,0,1,35,5.0,9,0,60.0,0.0
8,6,2,1,0,1,41,2.0,15,0,83.0,0.0
4,6,0,1,0,1,49,3.0,5,0,63.0,0.0
1,11,0,1,2,1,30,4.0,5,0,62.0,0.0
7,14,0,1,1,2,27,4.0,4,0,51.0,1.0
7,20,2,0,2,2,33,5.0,6,0,49.0,0.0
8,12,0,0,0,1,28,2.0,4,0,80.0,0.0
5,11,2,0,0,2,38,2.0,5,0,68.0,0.0
4,30,0,0,2,1,25,3.0,3,0,60.0,0.0
7,11,2,0,0,1,44,4.0,4,0,51.0,0.0
7,31,0,1,0,1,43,3.0,3,0,46.0,0.0
7,24,0,1,0,1,38,3.0,9,0,49.0,0.0
4,25,0,1,0,1,27,2.0,4,0,59.0,0.0
4,6,0,0,0,1,39,1.0,10,0,56.0,0.0
7,31,2,1,2,1,50,3.0,15,0,52.0,0.0
5,4,0,0,2,2,38,2.0,5,0,68.0,0.0
4,31,0,0,0,2,32,4.0,4,0,59.0,0.0
4,6,0,1,2,1,31,5.0,6,0,58.0,0.0
0,31,0,1,0,1,36,3.0,9,0,79.0,0.0
0,7,0,1,0,1,34,3.0,10,0,82.0,0.0
2,25,0,1,0,1,26,3.0,3,0,49.0,0.0
7,2,2,1,2,1,46,2.0,14,0,51.0,0.0
4,11,0,0,2,1,31,3.0,7,0,63.0,0.0
7,2,0,1,0,2,33,1.0,4,0,48.0,0.0
4,11,2,0,0,1,34,5.0,7,0,58.0,0.0
7,11,0,1,0,1,35,4.0,3,0,63.0,1.0
5,31,0,0,2,1,29,5.0,6,0,70.0,0.0
0,26,0,1,2,1,30,3.0,5,0,88.0,0.0
5,11,0,0,0,1,46,3.0,7,0,73.0,0.0
7,30,0,0,0,1,28,4.0,4,0,52.0,0.0
4,14,2,0,0,1,55,5.0,12,0,59.0,0.0
4,31,0,0,0,1,45,5.0,6,0,62.0,0.0
8,1,2,0,2,2,33,1.0,7,0,85.0,0.0
4,10,0,0,0,1,43,2.0,12,0,60.0,0.0
8,31,0,0,0,2,36,3.0,7,0,85.0,0.0
4,19,0,1,2,1,28,3.0,4,0,59.0,0.0
8,15,0,0,0,1,29,5.0,5,0,91.0,1.0
4,6,2,0,0,1,39,5.0,10,0,58.0,0.0
0,14,0,1,2,2,29,3.0,5,0,86.0,0.0
7,31,0,1,2,1,31,5.0,6,0,50.0,0.0
8,6,0,0,0,1,38,3.0,8,0,83.0,0.0
8,19,2,1,0,2,41,3.0,5,0,82.0,0.0
7,6,0,1,0,1,33,3.0,4,0,52.0,0.0
5,11,1,1,2,2,25,1.0,3,0,65.0,0.0
1,6,0,1,0,1,30,2.0,2,0,58.0,0.0
4,20,2,1,2,1,34,5.0,3,0,57.0,0.0
5,11,2,1,0,1,35,1.0,8,0,71.0,0.0
8,2,0,0,0,1,31,4.0,10,0,78.0,0.0
5,31,0,1,0,1,33,3.0,3,0,66.0,1.0
8,0,2,0,0,1,35,5.0,7,0,79.0,1.0
4,6,0,1,2,2,32,3.0,6,0,62.0,1.0
4,24,0,1,2,1,37,3.0,2,0,63.0,0.0
7,11,0,1,0,2,31,1.0,7,0,49.0,0.0
7,12,0,1,0,2,33,3.0,5,0,48.0,0.0
7,4,0,1,2,6,43,3.0,13,0,52.0,0.0
7,18,0,1,2,1,43,3.0,3,0,48.0,0.0
0,6,2,1,2,1,32,3.0,10,0,81.0,0.0
4,14,0,1,0,1,34,2.0,8,0,64.0,0.0
5,11,0,0,0,1,36,4.0,2,0,71.0,0.0
7,27,2,1,0,1,37,5.0,2,0,46.0,0.0
7,19,0,1,2,1,31,4.0,7,0,57.0,0.0
7,31,2,1,0,2,38,3.0,6,0,51.0,0.0
5,7,0,1,0,1,27,1.0,2,0,67.0,0.0
8,14,0,0,0,1,28,4.0,2,0,74.0,0.0
8,11,2,0,0,1,55,1.0,14,0,76.0,0.0
5,30,0,1,2,1,28,1.0,5,0,70.0,0.0
2,31,2,0,2,1,37,3.0,2,0,51.0,0.0
8,4,0,0,0,1,30,2.0,6,0,79.0,0.0
4,4,2,0,0,1,35,5.0,9,0,64.0,0.0
7,11,2,1,2,1,35,3.0,6,1,50.0,1.0
7,16,0,1,2,1,29,1.0,6,0,47.0,0.0
