ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
20480,50000,1,2,2,25,0,0,0,0,0,0,48424,50340,48395,49604,48397,49847,2710,2760,2750,1507,2000,1500,0
20616,170000,1,2,2,30,-2,-1,0,0,0,0,352,14540,14315,15535,14453,16518,14547,1500,1542,1456,3521,1881,0
4392,170000,1,2,1,39,0,0,0,0,0,0,143339,125864,112300,110371,113685,98489,20000,6000,5000,5000,3000,2000,0
2032,320000,2,2,2,30,2,-1,-1,-1,-1,-1,416,416,416,416,1829,1833,416,416,416,1829,1833,2148,0
15040,210000,1,1,1,38,0,0,0,-2,-2,-2,81582,82768,654,628,302,476,4000,1584,300,0,500,476,0
28944,180000,2,2,2,34,0,0,0,0,0,0,18314,18630,19126,12939,6939,3439,2000,2000,1042,0,0,191,0
26952,50000,1,2,1,42,1,2,0,0,0,0,50179,49056,48714,38653,19439,14711,0,4000,2000,1000,521,700,0
14100,140000,1,1,2,27,0,0,0,0,0,0,7845,12338,13919,14019,4347,4729,5000,3000,300,500,4000,6000,0
20410,50000,1,1,2,26,0,0,0,0,0,0,12571,13656,15407,17127,17569,18162,1600,2280,2000,1000,1000,2000,0
1683,50000,1,1,2,24,0,0,0,0,0,0,50963,49720,50839,93436,46733,50925,1844,1963,2635,1750,5000,2160,0
4341,380000,2,1,1,34,2,2,2,2,2,2,322199,331518,337703,343612,351089,358401,16001,13150,13000,13150,13300,13000,0
16489,100000,1,2,2,33,0,0,3,2,0,0,35169,39581,38678,37453,38013,0,5328,0,0,760,0,0,0
10464,300000,2,2,2,37,0,0,0,0,0,0,67943,69969,71387,72340,73853,75316,3121,3175,2736,2829,2843,2941,0
18948,290000,2,2,1,32,1,2,0,0,0,0,146853,139756,136012,136466,136929,132179,1503,5400,5200,5000,4667,5000,0
11316,450000,2,1,2,40,-1,-1,-1,-1,-2,-2,9612,19253,6665,0,0,0,19293,6665,0,0,0,8768,0
4934,140000,2,2,2,24,0,0,0,0,0,0,38483,43627,35893,40883,16256,14354,10169,20000,15000,628,1392,1200,0
24531,30000,1,1,2,36,-1,-1,-1,-2,-2,-2,1772,9619,-6,-6,-6,-6,9647,0,0,0,0,2011,0
27928,130000,2,1,2,27,-2,-2,-2,-2,-2,-2,8508,27049,0,0,0,0,27049,0,0,0,0,0,0
26567,80000,2,3,1,55,0,0,0,0,0,0,78573,69116,64325,59653,55159,56277,3001,2500,2000,2000,2000,2000,0
1288,470000,1,2,1,41,-2,-2,-2,-2,-2,-1,13780,12242,32463,20621,13711,8294,12300,32520,34,68,8334,45684,0
9122,60000,1,2,2,30,0,0,0,0,0,0,39264,41622,42627,43914,45053,46303,3000,2000,2000,2000,2000,2000,0
6327,80000,2,2,1,35,-1,-1,-1,-1,-1,-1,997,40297,6597,665,10117,0,40297,6597,3465,10117,0,665,0
29883,20000,1,3,2,49,0,0,0,-2,-2,-2,16787,18464,0,0,0,0,2074,0,0,0,0,0,0
17169,50000,2,3,2,26,0,0,0,0,0,0,46879,48368,49284,7002,6991,7137,2569,2485,1203,192,199,163,0
24692,70000,1,2,1,45,0,0,0,0,0,0,67062,68622,28236,30750,35205,37466,3000,1500,3000,5000,3000,5000,0
22204,20000,2,2,1,24,0,0,0,0,0,0,18919,16743,17857,18310,18000,17294,1600,1687,1140,1800,1000,0,0
23601,170000,2,2,1,40,-1,-1,-1,-1,-1,-1,17914,1253,4427,1459,24511,1163,1253,4427,1459,24511,1163,2821,0
18245,300000,1,3,1,57,1,-1,-1,-1,-1,-1,0,176,1269,11347,369,860,176,1269,11347,369,860,0,0
27023,350000,1,2,1,42,0,0,0,0,0,0,195639,196554,177597,181702,176253,179190,7200,7000,7007,7000,6500,6500,0
11381,140000,1,2,1,48,0,0,0,0,0,0,80740,82439,84125,85968,88679,99558,3000,3060,3241,4264,12400,0,0
8827,150000,2,1,1,48,-2,-2,-2,-2,-2,-2,6773,1731,21886,447,3458,898,1731,21888,447,3458,898,2001,0
7001,30000,2,3,2,22,0,0,0,0,0,0,20741,21906,23183,13273,3027,3177,1500,1700,750,200,200,100,0
12173,50000,1,2,2,22,0,0,0,0,0,0,49551,42517,35458,19778,19929,19790,1707,1321,687,705,811,874,0
8185,50000,2,3,2,58,1,-1,2,0,0,0,0,9587,8845,8867,9074,9254,10587,331,317,350,331,500,0
19616,50000,1,2,2,30,0,0,0,0,0,0,22459,48535,49350,26499,21071,18713,26499,2248,1332,544,713,3703,0
15383,600000,2,2,1,38,1,2,0,0,0,0,485861,462675,464983,416550,416545,420232,33,15287,14069,15013,15003,15000,0
22890,280000,2,2,1,42,-2,-2,-2,-2,-2,-2,396,396,396,396,10948,61123,396,396,396,10948,61123,54802,0
25160,240000,2,2,1,34,-2,-1,0,0,0,0,0,2712,92496,95057,96974,98977,2712,90000,3346,2717,2796,2826,0
15319,30000,2,3,1,48,0,0,0,0,0,0,29757,29059,26386,9370,7290,0,1720,1450,1010,500,0,0,0
9628,460000,1,1,2,36,-1,-1,-1,0,0,0,11469,13749,32838,33203,3129,5945,13766,32871,21000,165,3551,28979,0
25045,50000,1,3,1,60,1,2,0,0,0,0,52198,50062,50284,50740,30175,30407,0,2310,1766,1201,1232,1199,0
26578,430000,2,2,2,51,0,0,0,0,0,0,416090,422898,409626,417113,363553,357476,17107,20015,18027,14015,13010,14006,0
8167,180000,2,1,2,31,0,0,0,0,0,0,21760,22794,23801,24117,24468,25106,1689,1693,1009,888,1045,1077,0
29544,190000,1,2,1,35,1,-2,-1,-1,-2,-2,0,0,100104,0,0,0,0,100104,0,0,0,0,0
23293,150000,2,2,2,30,0,0,0,2,2,2,61785,63150,68125,66432,73312,72015,3000,6000,0,8023,0,5700,0
17814,50000,1,2,2,24,0,0,0,0,0,0,49989,48512,43701,40429,9727,9606,1800,2000,1118,1000,500,1000,0
195,50000,1,2,1,36,0,0,0,0,-1,-1,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,0
16748,80000,1,3,1,42,-2,-2,-2,-2,-2,-2,-1590,-6256,-10922,-15588,-20254,-24920,4666,4666,4666,4666,266,0,0
24048,50000,1,2,2,25,0,0,0,0,0,0,49899,35200,29447,19980,10400,0,1679,2438,1700,1000,0,0,0
22209,50000,2,2,2,24,0,0,0,0,0,-2,2568,3589,4608,4919,0,0,1070,1089,1000,0,0,0,0
16153,40000,2,2,1,43,-2,-2,-2,-2,-2,-2,1858,220,960,960,960,1383,220,960,960,960,1383,960,0
21173,400000,1,5,2,40,0,0,0,0,0,0,178069,181613,186905,188959,183659,96385,6496,8214,6621,3400,3541,6000,0
13115,90000,2,3,1,45,-1,0,0,-1,-1,-1,2579,2516,0,298,659,636,2514,0,298,659,636,1012,0
3324,50000,2,3,1,42,0,0,0,0,0,0,50906,48888,47037,12187,9962,10015,2009,1180,1000,1000,348,1000,0
19367,180000,2,3,1,43,-1,-1,-1,-1,-1,0,3122,-26214,98834,34677,55634,44325,16,130000,40057,56000,10000,66000,0
9752,240000,2,1,2,32,-1,-1,-1,-1,-1,-1,5695,9420,16278,8998,10242,19098,9420,16290,8998,10421,19098,6697,0
7772,220000,1,2,2,30,-2,-2,-2,-2,-2,-2,18301,20161,24621,17125,18378,1344,2026,10040,1000,1253,1350,4416,0
23309,390000,2,2,1,32,-1,-1,-1,-1,-1,0,2075,0,682,10943,9942,11168,0,682,11130,9942,6600,1000,0
15992,100000,2,3,1,32,0,0,2,2,2,2,32200,37211,36338,37698,38074,40295,5884,0,2270,1300,3000,1700,0
6432,240000,1,1,1,37,0,0,0,0,0,0,191748,169943,137358,132792,135652,139389,7000,4883,4753,5000,6000,6000,0
10909,150000,2,1,2,30,0,0,2,0,-1,-1,14883,12683,2700,1500,18439,1381,4908,0,0,18439,1381,0,0
11864,200000,1,2,1,41,1,2,0,0,0,0,69963,67223,69167,69289,70333,70610,0,2943,2301,2374,2500,5300,0
3546,90000,1,2,1,39,0,0,0,0,0,0,20612,21956,23280,23812,24377,24821,1676,2000,1220,1100,1000,1100,0
14190,30000,1,2,3,27,0,0,-1,0,0,0,14935,9000,13358,19332,18149,11743,4500,13358,18154,796,484,432,0
7289,50000,2,2,2,39,0,0,-2,-2,-2,-2,20650,0,0,0,0,0,0,0,0,0,0,3000,0
8133,310000,2,2,2,51,-2,-2,-2,-2,-2,-2,107,0,0,235,0,0,0,0,235,0,0,584,0
19956,100000,2,2,1,35,1,-2,-2,-2,-1,-1,0,0,0,0,4323,2000,0,0,0,4323,2000,0,0
16330,210000,2,2,1,43,0,0,0,0,0,0,190693,169931,173389,154440,155592,116249,7000,7000,10005,6193,4231,5000,0
5765,80000,2,3,2,22,0,0,-1,-1,-2,-2,37990,39400,15674,-1,-1,-1,2400,15674,0,0,0,0,0
20812,260000,1,3,2,43,0,0,0,0,0,0,154386,151549,158888,144169,151679,143995,10000,10000,10000,10000,8000,10000,0
20038,300000,2,2,1,44,0,-1,-1,-1,-1,-1,7948,576,2660,2319,1905,257,576,2684,2319,1905,257,3743,0
18310,240000,2,2,1,28,-1,-1,-1,-1,-2,-2,1444,2553,747,0,0,0,2553,747,0,0,0,1295,0
10016,150000,1,2,2,30,-1,-1,-1,-1,-1,-1,8821,5943,6569,24604,4878,1477,5964,6588,24677,4896,1477,4303,0
13230,180000,2,2,2,33,-1,-1,-1,0,-1,-1,6314,1795,1190,1079,659,90,1795,1190,0,659,90,8856,0
25404,20000,2,2,1,28,0,0,0,0,0,0,6064,7076,8169,8956,8956,0,1120,1213,1000,0,0,0,0
25960,310000,2,1,1,45,0,0,0,0,0,0,91532,93351,96218,97722,101082,103202,3340,4370,4000,5000,3899,3761,0
23377,30000,2,5,1,31,0,0,0,0,0,0,28731,27927,27601,26921,15525,0,1656,1545,1300,825,0,0,0
15013,130000,1,2,2,35,0,0,-1,0,0,0,2541,0,7609,8217,9741,8308,0,7609,2500,1600,510,299,0
15896,20000,2,2,1,29,0,0,0,2,3,3,14757,16196,17825,20234,20510,19897,2000,2200,3000,900,0,500,0
11087,220000,2,2,1,35,0,0,0,0,0,-1,228754,227903,93311,67900,64150,6000,10626,3600,3100,4000,6000,0,0
26190,250000,2,1,2,37,-1,-1,-1,-1,-1,-1,1291,1391,3498,8963,0,14660,1391,3498,8963,0,14660,62832,0
14264,50000,1,1,2,28,0,0,-1,-1,-1,-1,18771,10655,1659,6524,29949,3268,10000,1659,6546,29949,3268,399,0
9500,150000,2,1,2,32,0,0,0,0,0,2,125995,127467,130080,131238,141612,140868,5000,4723,3323,11086,0,4000,0
5415,280000,2,1,1,44,0,0,0,0,0,0,235635,197003,198808,187425,177340,180506,7665,6497,5555,5027,5065,5361,0
13357,210000,2,1,2,27,-1,-1,0,0,-1,0,1441,2557,3655,0,41257,35432,3000,3626,0,41257,709,0,0
6224,90000,2,3,2,28,0,0,0,0,0,2,86493,86960,87187,86669,90391,87207,4200,4000,3200,6700,0,4000,0
13251,180000,1,1,2,28,0,-1,2,0,0,0,2569,2834,394,904,2514,4054,2834,0,900,2000,4000,2000,0
2204,60000,1,1,2,30,0,0,0,0,2,2,59959,49744,48257,46353,45481,48373,10020,4000,4000,0,3800,0,0
21679,50000,2,2,2,24,-2,-2,-2,-1,0,0,50096,49917,0,24415,25305,25775,1000,0,24415,1295,1275,0,0
8739,80000,1,2,2,26,0,0,0,0,-1,-1,15387,20847,23059,0,526,678,6000,3070,0,526,680,0,0
11142,290000,2,1,1,29,0,0,0,0,0,0,232319,109791,106730,93882,91746,76547,5071,4539,3000,3500,3856,3000,0
21629,70000,2,2,2,24,0,0,0,0,2,0,12954,14425,18171,20861,20231,22831,2000,4000,3000,0,3100,3000,0
24738,130000,1,2,1,38,0,0,0,0,0,0,123044,122981,102151,90917,92729,93359,4949,4000,3250,3231,3324,3242,0
3437,80000,1,2,3,58,0,0,0,-2,-2,-2,3719,4444,0,0,0,0,1000,0,0,0,0,0,0
25493,320000,2,2,2,30,-1,-1,-1,-1,-1,0,3690,3720,4206,15610,10556,11863,3720,4206,15610,10556,8000,5600,0
1966,50000,2,2,2,26,0,0,-2,-2,-2,-2,4136,0,0,0,0,0,0,0,0,0,0,0,0
24994,460000,1,1,1,49,0,0,0,0,0,0,293429,295998,295807,291616,289529,289449,13200,14000,11500,10500,10500,10000,0
19849,280000,2,1,2,31,-1,-1,-1,-1,-1,-1,14697,4492,1415,15251,316,316,4501,2343,15289,316,316,3179,0
20163,500000,2,2,1,43,0,0,0,-1,-1,-1,42081,46495,39489,12421,11345,11968,16495,15720,12421,11345,11968,11824,0
5293,50000,1,2,1,47,0,0,0,0,0,0,49032,48764,49521,48830,49728,50146,2599,2556,1665,1600,1800,2000,0
8151,250000,2,1,2,30,0,0,0,0,-1,-1,21550,23932,37329,26339,4836,9655,3500,15054,7885,4836,9655,5000,0
4272,10000,1,2,2,21,0,0,0,0,-1,-1,6703,8422,9205,9393,4176,0,2000,1000,188,2538,0,0,0
19809,50000,2,3,1,31,0,0,0,0,0,0,29731,30329,26823,27454,27286,27858,1500,1500,1500,1000,956,1000,0
4033,170000,2,1,1,45,0,0,0,0,0,0,165243,156688,151405,127090,126388,126399,7067,6443,4617,4711,4673,4603,0
8908,60000,2,2,2,25,0,0,0,0,0,0,53447,51734,50293,26667,26608,27665,2025,5000,2000,1000,1500,1000,0
978,180000,1,1,2,28,-1,-1,-1,-1,-1,-1,666,662,-4,55566,1056,390,662,0,61411,1056,0,1998,0
18237,60000,1,2,1,57,0,0,0,0,0,0,59617,47807,35136,34163,27197,26528,3099,3000,5005,2000,4001,3016,0
27466,110000,1,2,1,50,1,-1,0,0,0,0,-10682,50928,54711,55926,18030,18367,62000,5000,3000,2000,1000,2000,0
17042,190000,2,2,2,25,0,0,0,0,0,0,26023,24995,23130,28126,26104,18840,1615,1200,26703,2104,7000,11747,0
24064,160000,1,1,2,27,-1,-1,-1,-1,-1,-1,5574,3327,5958,55914,23285,29170,3353,7916,56116,23302,11580,9976,0
21909,200000,2,2,2,27,-1,-1,-1,-1,-1,-1,1126,390,390,390,540,770,390,390,390,540,770,13993,0
26356,110000,2,3,1,31,0,0,2,0,0,0,22396,24758,22546,22204,22107,21745,4604,0,1314,2000,1500,810,0
25611,120000,2,2,2,32,0,0,-2,-2,-2,-2,40420,0,0,0,0,0,0,0,0,0,0,0,0
6833,70000,1,1,2,26,2,0,0,0,0,0,50587,51329,48122,43912,44834,45737,2214,3510,1720,1780,1800,1900,0
10476,260000,2,2,1,46,-2,-2,-2,-2,-2,-2,0,135,0,0,109,945,135,0,0,109,945,9300,0
43,10000,1,2,2,22,0,0,0,0,0,0,1877,3184,6003,3576,3670,4451,1500,2927,1000,300,1000,500,0
20203,230000,2,1,1,35,-2,-2,-2,-2,-2,-2,9000,0,0,0,0,0,0,0,0,0,0,0,0
5680,50000,2,3,1,52,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
10394,60000,1,1,2,23,0,0,0,0,0,0,59318,54553,51323,38031,38825,39255,2065,1597,1473,1521,1538,1521,0
26840,20000,1,3,1,37,0,-1,0,0,0,0,18629,19202,20459,19493,17289,17684,21473,1576,2000,600,1000,700,0
10616,400000,1,1,1,35,-2,-1,0,0,0,0,11802,73011,79259,87413,92269,100973,73022,10000,10009,8000,10000,10029,0
3130,180000,1,1,2,29,0,0,0,0,2,2,93962,95955,98354,105327,107500,105614,3500,4000,8600,4000,0,8100,0
14935,140000,1,1,1,36,0,0,0,0,0,0,40836,41878,42977,43960,45093,46342,2001,2100,2000,2000,2000,5000,0
15411,50000,2,2,1,53,0,0,0,0,0,0,28509,29230,30356,31342,32644,32719,1500,1600,1498,2627,1400,1200,0
17123,50000,2,2,2,27,0,0,0,0,0,0,48492,48356,32904,28864,29708,29921,1600,1715,2000,3010,2000,1100,0
1567,280000,2,2,1,37,0,0,0,0,0,0,29078,30144,32629,35126,35759,42317,1515,3000,3000,1292,7147,1415,0
22839,350000,2,2,2,35,0,0,0,0,0,0,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,0
14296,80000,2,3,1,25,-1,-1,2,-1,-1,-1,550,1606,1422,2685,1395,2896,1606,4,2693,1395,2906,0,0
24185,160000,1,1,2,28,0,0,0,0,0,0,157921,144659,154012,151403,115731,113635,6000,25409,30000,5000,5000,4500,0
22008,80000,2,1,2,24,0,0,0,-1,-1,0,42377,32482,20782,11632,64989,62392,2008,1000,11632,64989,1470,5027,0
24312,260000,1,5,1,37,0,0,0,0,0,0,9801,11115,11930,12954,14246,15733,1485,1300,1229,1521,1728,1610,0
20456,10000,1,3,2,24,0,-1,-1,0,0,0,9285,273,8327,9379,9566,9766,273,8327,1200,342,354,438,0
26317,100000,2,6,1,29,0,0,0,0,0,0,99302,83403,58083,88344,49443,23159,5712,3503,59000,1600,1000,1000,0
24266,370000,1,1,2,31,0,0,0,0,0,0,35605,39837,41576,44178,47838,54341,5000,3000,5000,5000,8000,10000,0
21653,50000,2,1,2,26,0,0,0,0,0,0,49392,50350,50154,49766,24492,22974,1786,2162,1724,600,1000,47438,0
26323,360000,2,1,2,36,0,0,0,0,0,2,308711,305594,306176,304645,315118,315782,11000,13000,11019,23000,13300,3,0
5517,130000,2,1,2,29,2,0,0,0,0,0,126509,109944,105049,68154,67397,61764,6000,6000,5000,2500,3000,3000,0
23545,230000,2,1,2,44,0,0,0,0,0,0,230101,224517,223544,147971,61570,80279,10125,12966,5506,1623,80000,105451,0
22124,420000,2,2,2,26,0,0,0,0,0,0,24434,22586,36569,28994,15159,9379,1500,28000,1210,303,2000,0,0
28386,100000,2,3,1,35,1,-2,-2,-2,-1,-1,0,0,0,0,249,317,0,0,0,249,317,0,0
10666,220000,2,1,1,41,0,0,0,0,0,0,157980,163974,140964,105353,100750,85261,11024,5198,6006,10362,5000,4000,0
5936,200000,2,2,1,34,0,0,0,-1,-1,-2,4798,4490,5366,2141,0,0,1125,1000,2141,0,0,0,0
13146,350000,2,1,2,39,-1,-1,-1,-1,-1,-1,3860,648,11094,4041,4485,9364,648,11198,4057,4523,9407,3948,0
2755,20000,1,1,2,22,0,0,0,0,0,0,3281,4325,5341,5751,6500,7386,1100,1100,500,1000,1000,1000,0
962,30000,1,2,2,47,-1,-1,-1,-1,0,-1,396,396,396,792,396,772,396,396,792,0,772,0,0
26936,230000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
24083,30000,1,2,2,28,1,2,2,0,0,0,26026,27300,26577,28120,29659,30394,2000,0,2000,2000,1200,1000,0
21248,350000,1,1,1,35,0,0,0,2,-1,2,15193,19734,5338,3042,2418,2233,5197,3000,0,2500,0,5000,0
23375,70000,2,2,1,31,0,-1,0,0,-1,0,9319,3652,5284,5950,5296,5713,3652,2284,3000,5296,2000,2625,0
28970,50000,2,1,2,40,0,0,0,0,0,0,52841,52016,51990,50570,21095,19999,1860,2619,2000,500,714,20702,0
4610,150000,2,1,2,23,0,0,0,0,0,0,151669,152794,147323,112904,77642,78542,5900,5598,4440,2800,3000,3000,0
7839,110000,1,1,1,46,0,0,0,0,0,0,106111,108698,105666,57940,59247,59594,5015,4081,2101,2202,2204,2100,0
8660,50000,2,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,140000,2,1,1,37,0,0,0,0,0,0,37625,38023,39577,39465,45180,44213,1657,2211,1459,6398,1729,1633,0
8712,100000,2,2,2,24,-1,-1,-1,-1,-1,-1,396,0,1967,5476,396,811,0,1967,7142,396,811,817,0
29647,70000,1,2,1,29,0,0,0,0,0,0,78244,19275,11231,10694,27908,11192,2009,1404,3016,20001,2000,5002,0
23184,80000,2,2,1,39,0,0,0,0,0,0,41753,42956,43850,38112,38876,39697,2200,2000,2000,1700,1600,1700,0
11631,410000,2,1,2,25,-1,-1,-1,-1,-1,-1,4151,4357,10513,9137,7781,28870,4357,10513,9137,7781,28870,15000,0
27810,170000,2,3,2,26,2,2,2,0,0,0,63977,63630,51986,90196,50464,48282,2550,0,3500,3000,2001,3000,0
26302,130000,2,3,2,35,0,0,0,0,0,0,3929,4857,5771,8659,10503,11329,1000,1000,3000,2000,1000,1000,0
18894,180000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
19074,30000,2,2,1,33,0,0,-1,0,0,0,4101,157,30321,29225,29575,28850,172,33635,1368,1108,958,1353,0
15356,380000,2,1,1,35,-1,-1,-1,-1,-1,-1,472,14985,10472,39993,25356,39772,14985,10472,39993,25356,39772,54002,0
1291,20000,2,1,2,23,0,0,-2,-1,0,0,6733,0,0,19132,19533,20235,0,0,19132,709,1027,600,0
1709,230000,2,1,2,36,-1,-1,-1,0,0,0,1545,306,8389,7465,6549,576,306,8389,9,0,0,342,0
510,120000,1,1,2,26,-1,-1,-2,-1,-1,-2,884,0,0,10446,0,0,0,0,10446,0,0,0,0
3940,500000,1,2,1,40,0,0,0,0,0,-2,30415,31645,32556,36642,-8,-8,2006,3000,5080,8,0,0,0
15651,100000,2,2,1,36,-1,0,-1,-1,-1,-1,5788,5802,14562,6930,5958,1448,1600,14562,6969,5958,1448,101434,0
14568,290000,2,1,2,29,-1,-1,-1,-1,-1,-1,6649,15819,10986,8184,14936,19573,15837,11584,8184,14936,19573,6309,0
4409,360000,2,2,2,46,1,2,0,0,0,0,361863,343268,285707,271529,276759,279953,0,11426,9781,10370,13899,9952,0
18872,80000,2,3,1,27,0,0,-1,0,0,0,18094,6942,26855,23287,20885,17595,1034,27318,1407,429,417,200,0
13052,80000,2,2,1,35,0,0,-2,-2,-2,-2,76978,0,0,0,0,0,0,0,0,0,0,0,0
25853,370000,2,2,1,47,-2,-2,-2,-2,-2,-2,1289,2408,395,12074,744,4040,2432,397,12133,747,4060,3059,0
16855,270000,1,1,2,35,1,-2,-2,-2,-2,-2,-12,-12,-12,-12,-12,-12,0,0,0,0,0,0,0
13253,50000,2,2,2,27,0,0,0,0,0,0,162865,167086,169217,18056,18179,18563,5000,3703,1000,660,686,638,0
6160,330000,2,2,2,40,2,2,0,0,0,0,131096,127564,130167,132754,135691,139646,0,4725,4752,5077,6366,8550,0
22763,180000,2,3,1,36,-2,-2,-2,-1,-1,-1,11540,633,606,20972,940,1383,633,606,20999,940,1383,0,0
24028,190000,1,2,2,26,0,0,0,2,2,2,45694,52361,43563,40909,50758,36922,9000,8000,0,12000,3000,0,0
6890,260000,1,1,2,29,-1,-1,-1,-1,-1,-1,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,0
20720,50000,1,3,2,34,0,0,0,0,0,0,44036,35498,33043,25556,24389,25436,4500,4000,3000,2500,4000,2500,0
4283,390000,1,1,1,35,0,0,0,0,0,0,28804,43996,47532,49414,51380,50661,20000,5006,5006,5008,3004,3006,0
22654,360000,2,3,1,43,-2,-2,-2,-2,-2,-2,4435,799,1071,15584,3195,4261,805,1071,15604,3195,4269,3525,0
23444,260000,2,2,1,38,0,0,0,0,0,0,163550,166795,171803,175248,175157,178850,5966,7692,7788,6267,6513,10000,0
20350,80000,1,1,2,25,2,2,-2,-2,-2,-2,79000,0,0,0,0,0,0,0,0,0,0,0,0
1729,10000,2,3,2,42,0,0,-1,-1,-1,-1,4908,5665,381,390,0,780,1275,381,399,0,780,0,0
10312,110000,2,2,1,45,0,0,0,0,0,0,108214,107512,82828,47978,47276,48109,5300,3300,1700,1900,1770,3000,0
23108,240000,2,1,1,37,0,0,0,0,0,0,157668,165762,173429,176943,176843,177183,10762,10429,10423,6843,7183,6398,0
17998,360000,1,1,2,32,-2,-2,-2,-2,-2,-2,8971,2284,21669,-3,15866,-46,2303,21785,0,15869,0,0,0
7548,330000,2,2,1,37,-2,-2,-2,-2,-2,-2,2148,0,3080,3119,0,7255,0,3080,3119,0,7255,9060,0
23532,200000,2,3,2,45,-2,-2,-2,-2,-2,-2,0,10221,1356,0,984,134,10221,1356,0,984,134,81,0
18106,200000,1,3,2,33,0,0,0,0,0,-1,223147,211336,200691,136379,17000,36932,8376,8589,6137,2300,18649,616,0
6507,50000,1,2,2,52,1,2,0,0,0,2,5893,5653,6747,7859,7464,7199,0,1200,1200,1200,0,1200,0
23540,200000,2,1,1,40,0,0,0,0,0,0,9141,9046,9635,10197,10118,10535,1138,1157,1149,500,1000,1000,0
22615,70000,2,1,2,37,0,0,0,0,0,0,64860,64533,48493,48824,19000,39000,2200,3000,1400,500,20000,0,0
21023,200000,1,1,2,34,-1,-1,-2,-2,-1,-1,3253,3969,-8,2315,4255,2010,4005,326,2323,4264,2028,1857,0
13939,50000,2,2,2,56,0,0,0,0,0,0,48316,34161,33751,22467,19927,20352,1700,1760,898,864,900,998,0
26037,400000,2,2,2,32,0,0,0,0,0,0,234779,240496,247813,253726,258120,10002,5784,7395,7506,6000,2000,2000,0
326,210000,1,2,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0
6389,280000,2,1,2,31,1,-2,-2,-2,-1,-1,0,0,0,0,710,7611,0,0,0,710,7611,4750,0
1579,210000,2,1,1,36,1,-1,-1,-1,-1,-1,0,1690,0,5619,4090,581,1690,0,5619,4090,581,0,0
2083,50000,2,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
29903,170000,1,3,2,30,0,-1,0,0,0,0,10392,168088,168955,161351,126198,124746,168096,6409,7335,4448,4519,5003,0
21726,150000,2,2,2,27,0,0,0,0,0,0,58751,60163,62142,57777,51110,52284,3000,3000,2010,2000,2000,2000,0
29423,50000,1,2,2,31,0,0,0,0,0,-1,47533,48640,49483,40850,0,800,2200,2000,3000,0,400,20000,0
8783,210000,2,2,2,29,0,0,-1,-1,0,0,14073,13034,2569,36116,36287,5695,2059,2576,36120,1093,2968,1430,0
22737,200000,2,3,1,34,0,0,0,0,0,0,198482,182115,154994,153386,144067,110946,5014,4699,7543,3970,3146,6941,0
19697,470000,2,1,1,37,0,0,0,0,0,0,163000,160298,135683,128719,116173,104283,10047,5001,6010,4512,4012,3522,0
22564,230000,2,1,2,30,0,0,0,0,0,0,246101,261430,237267,212105,186149,159683,38172,9000,7800,6650,5496,5145,0
14659,20000,1,2,1,51,0,0,0,0,0,0,14681,14777,15025,16504,17950,19558,1562,1200,2000,2000,2000,3000,0
17901,50000,1,2,2,28,1,2,2,-2,-2,-2,52753,51400,0,0,0,0,0,0,0,0,0,0,0
28761,140000,2,2,1,33,0,0,0,-2,-1,0,89226,90212,-1037,-1037,66441,68365,3133,0,0,68383,3000,3096,0
18781,400000,2,1,2,29,-1,-1,-2,-2,-2,-2,1158,95,0,0,0,0,95,0,0,0,0,0,0
17883,220000,1,2,2,28,0,0,0,0,0,0,59247,60200,60360,61168,57287,62208,6000,3037,4000,4000,15000,3000,0
15250,500000,2,1,1,35,-1,-1,-1,-1,0,0,416,258,1563,21557,14802,19552,258,1563,21557,1000,8000,23762,0
11986,80000,2,1,2,26,-1,-1,-1,-1,-1,-1,3900,331,9970,4250,4574,0,331,9970,4250,4574,0,0,0
24676,410000,1,1,1,40,-1,-1,-1,2,-1,-1,34405,18612,19975,8906,10491,9347,18612,8944,7,10491,9347,9727,0
12741,200000,1,1,2,28,-2,-2,-2,-2,-2,-2,972,-1,-1,299,299,293,0,0,300,300,294,0,0
7111,310000,1,2,2,27,-2,-2,-2,-2,-2,-1,68928,43431,61756,88416,59964,44873,43894,61816,39022,10041,15080,46146,0
